"Header1","Header2","Header3"
"assistant divisional medical officer","attending sick report and health care of employees & their family members. medical examination of entitled personnel.inoculation and vaccination of beneficiaries. to deliver lectures on first aid .adviser to controller in view of health and hygiene of the unit.","1"
"assistant divisional medical officer","responsible for efficient functioning of miroom","1"
"assistant engineer electrical","distribution","1"
"assistant engineer electrical","electrical generation","1"
"assistant engineer electrical","finance and accounting","1"
"assistant engineer electrical","ms-office","1"
"assistant engineer electrical","transmission","1"
"assistant engineer mechanical","supervise","1"
"assistant grade-3","manager","1"
"assistant inspector general of forest","assisting digf rt in:     all administrative and financial matters relating to the indian council of forestry research and education (icfre), dehradun and its institutes/centres(except establishment matters)     all matters relating to the indian plywood industries research and training institute (ipirti), bangalore     all matters relating to the indian institute of forest management (iifm), bhopal     all administrative and financial matters relating to the indira gandhi national forest academy (ignfa), dehradun (except establishment matters).     all administrative and financial matters relating to the directorate of forest education and its colleges (except establishment matters)    conducting in-service training/thematic workshop for indian forest service (ifs) officers.     conducting professional induction training of directly recruited ifs officers, skill up-gradation of officers promoted to ifs, mid-career trainings (mct) for ifs officers through ignfa     conducting professional induction courses for the directly recruited state forest service (sfs) officers and range officers (ros) through dfe- dehradunconducting awarness programme i.e. short-term trainings, workshops, and study tours for the personnel of other services such as ias, ips, irs, customs, etc.     conducting awarness programme i.e. workshops and seminars for other stakeholders i.e. panchayat members, elected representatives, teachers, nature clubs/eco-clubs, social activists, ngos, and media persons.     foreign collaboration, on forestry research related matters and connected visits/study tours, foreign visits of ifs officers working in institutes/organizations under the administrative control of this division..","1"
"assistant labour commisioner","enforcement of various labour laws in central sphere. handling of public grievances related to workers,employers etc., performing the role of concialition officer for maintaining indsutrial harmony. perfroming the role of controlling authority under the pg act 1972 to decide and providethe entitlement social security to workmen. ","1"
"assistant library and information officer","library administration and management. implement various library services to the users of library.","1"
